word/phrase,value,class
property,140,hr
cultural,124,hr
state,110,hr
foreign,91,hr
court,82,hr
iran,73,hr
united,72,hr
sovereign,71,hr
activity,65,hr
artifact,64,hr
commercial,61,hr
heritage,60,hr
immunity,57,hr
university,57,hr
altmann,53,hr
art,51,hr
painting,47,hr
case,46,hr
persian,45,hr
malewicz,45,hr
rubin,45,hr
museum,43,hr
claim,38,hr
also,37,hr
plaintiff,34,hr
collection,34,hr
international,31,hr
subject,31,hr
ownership,29,hr
object,29,hr
loan,29,hr
available,29,hr
may,29,hr
would,28,hr
right,27,hr
attachment,27,hr
term,27,hr
use,27,hr
cambridge,26,hr
downloaded,25,hr
httpswwwcambridgeorgcore,25,hr
bristol,25,hr
library,25,hr
dec,25,hr
core,25,hr
httpswwwcambridgeorgcoreterms,25,hr
austria,25,hr
exception,23,hr
law,22,hr
austrian,22,hr
private,21,hr
artwork,20,hr
public,20,hr
owned,20,hr
act,19,hr
protection,19,hr
amsterdam,19,hr
part,19,hr
national,19,hr
gallery,19,hr
archaeological,18,hr
found,18,hr
antiquity,18,hr
government,17,hr
american,17,hr
department,17,hr
used,17,hr
§a,17,hr
ruling,17,hr
republic,17,hr
lawsuit,17,hr
trade,17,hr
interest,17,hr
country,16,hr
native,15,hr
could,15,hr
exchange,15,hr
new,15,hr
iranian,15,hr
whether,15,hr
klimt,15,hr
judge,15,hr
example,14,hr
research,14,hr
considered,14,hr
must,14,hr
tablet,14,hr
however,13,hr
thus,13,hr
world,13,hr
issue,13,hr
instrumentality,13,hr
chicago,13,hr
group,13,hr
individual,12,hr
nature,12,hr
educational,12,hr
judgment,12,hr
federal,12,hr
agency,12,hr
defense,12,hr
seizure,11,hr
purpose,11,hr
first,11,hr
important,11,hr
culture,11,hr
rightful,11,hr
although,11,hr
islamic,11,hr
victim,11,hr
stolen,11,hr
affirmative,11,hr
see,11,hr
granted,10,hr
given,10,hr
definition,10,hr
city,10,hr
jurisdiction,10,hr
bombing,10,hr
second,10,hr
action,10,hr
shall,10,hr
million,10,hr
heir,10,hr
time,10,hr
patrimony,10,hr
respect,9,hr
engaged,9,hr
without,9,hr
well,9,hr
two,9,hr
one,9,hr
place,9,hr
following,9,hr
asserted,9,hr
commerce,9,hr
contact,9,hr
publication,9,hr
land,9,hr
resource,8,hr
held,8,hr
work,8,hr
judicial,8,hr
invoked,8,hr
clause,8,hr
owner,8,hr
furthermore,8,hr
suit,8,hr
question,8,hr
decision,8,hr
take,8,hr
rather,8,hr
nazi,8,hr
york,8,hr
requirement,8,hr
stedelijk,8,hr
piece,8,hr
trust,8,hr
indian,8,hr
man,8,hr
kennewick,8,hr
th,8,hr
nation,7,hr
congress,7,hr
year,7,hr
study,7,hr
even,7,hr
made,7,hr
supreme,7,hr
return,7,hr
present,7,hr
attached,7,hr
special,7,hr
inalienable,7,hr
mean,7,hr
possession,7,hr
consider,7,hr
item,7,hr
added,7,hr
returned,7,hr
type,7,hr
looted,7,hr
form,7,hr
posse,7,hr
fall,7,hr
level,7,hr
magistrate,7,hr
certain,7,hr
within,7,hr
fd,7,hr
cir,7,hr
convention,6,hr
protect,6,hr
institution,6,hr
make,6,hr
ancient,6,hr
carried,6,hr
taken,6,hr
justice,6,hr
therefore,6,hr
cover,6,hr
state-run,6,hr
cross-border,6,hr
provide,6,hr
still,6,hr
attach,6,hr
source,6,hr
community,6,hr
give,6,hr
never,6,hr
preservation,6,hr
many,6,hr
verlinden,6,hr
defined,6,hr
text,6,hr
adele,6,hr
controversy,6,hr
exhibition,6,hr
emphasis,6,hr
element,6,hr
mr,6,hr
substantial,6,hr
information,6,hr
sale,6,hr
irreplaceable,6,hr
people,6,hr
tribe,6,hr
schultz,6,hr
stream,6,hr
ill,6,hr
statement,6,hr
recent,5,hr
power,5,hr
access,5,hr
repatriation,5,hr
three,5,hr
concerning,5,hr
nazi-looted,5,hr
third,5,hr
loaned,5,hr
et,5,hr
limited,5,hr
restricted,5,hr
far,5,hr
house,5,hr
another,5,hr
expropriation,5,hr
based,5,hr
immune,5,hr
litigation,5,hr
history,5,hr
way,5,hr
past,5,hr
involved,5,hr
put,5,hr
support,5,hr
arguing,5,hr
either,5,hr
policy,5,hr
internationalist,5,hr
protected,5,hr
executive,5,hr
branch,5,hr
acting,5,hr
brought,5,hr
conduct,5,hr
export,5,hr
häring,5,hr
much,5,hr
argued,5,hr
allowed,5,hr
fit,5,hr
allow,5,hr
section,5,hr
satisfy,5,hr
§e,5,hr
population,5,hr
located,5,hr
execution,5,hr
monetary,5,hr
whole,5,hr
transfer,5,hr
treasure,5,hr
include,5,hr
skeleton,5,hr
valuable,5,hr
merryman,5,hr
gerstenblith,5,hr
identity,5,hr
sue,4,hr
amount,4,hr
regarding,4,hr
comity,4,hr
position,4,hr
permit,4,hr
organization,4,hr
import,4,hr
basis,4,hr
display,4,hr
grant,4,hr
number,4,hr
standard,4,hr
generally,4,hr
entered,4,hr
nexus,4,hr
soil,4,hr
knowledge,4,hr
event,4,hr
meant,4,hr
looting,4,hr
interpretation,4,hr
currently,4,hr
pay,4,hr
address,4,hr
raise,4,hr
lineage,4,hr
modern,4,hr
concern,4,hr
known,4,hr
letter,4,hr
recognized,4,hr
determine,4,hr
denied,4,hr
particular,4,hr
character,4,hr
determined,4,hr
discussed,4,hr
apply,4,hr
defendant,4,hr
exchanged,4,hr
operated,4,hr
value,4,hr
accordance,4,hr
prior,4,hr
market,4,hr
november,4,hr
site,4,hr
beyond,4,hr
context,4,hr
dr,4,hr
dorner,4,hr
back,4,hr
stated,4,hr
fact,4,hr
unlikely,4,hr
cannot,4,hr
response,4,hr
separate,4,hr
includes,4,hr
discovered,4,hr
excavation,4,hr
order,4,hr
ground,4,hr
presumption,4,hr
create,4,hr
code,4,hr
narrow,4,hr
institute,4,hr
likely,4,hr
auction,4,hr
seek,4,hr
sold,4,hr
among,4,hr
owns,4,hr
