word/phrase,value,class
patent,152,ip
competitor,72,ip
strategy,57,ip
potential,48,ip
position,48,ip
right,47,ip
one,45,ip
ﬁrms,44,ip
value,38,ip
situation,35,ip
ﬁrm,32,ip
may,25,ip
attack,25,ip
wall,24,ip
informal,23,ip
restriction,23,ip
business,23,ip
approach,23,ip
company,19,ip
matrix,17,ip
figure,17,ip
order,16,ip
invention,15,ip
eg,15,ip
case,15,ip
could,15,ip
management,14,ip
owner,14,ip
thus,14,ip
weapon,14,ip
vol,13,ip
new,13,ip
also,13,ip
way,13,ip
see,13,ip
ability,13,ip
use,13,ip
measure,13,ip
gain,13,ip
context,12,ip
valuation,12,ip
example,12,ip
however,12,ip
necessary,12,ip
technology,12,ip
since,12,ip
legal,11,ip
make,11,ip
high,11,ip
based,11,ip
resource,11,ip
action,11,ip
practice,10,ip
formal,10,ip
actually,10,ip
without,10,ip
collaboration,10,ip
intellectual,9,ip
property,9,ip
used,9,ip
set,9,ip
often,9,ip
application,9,ip
would,9,ip
even,9,ip
particular,9,ip
retaliation,9,ip
possible,9,ip
strong,9,ip
weakness,9,ip
baldus,8,ip
enforceability,8,ip
time,8,ip
degree,8,ip
due,8,ip
granted,8,ip
competitive,8,ip
within,8,ip
advantage,8,ip
must,8,ip
production,8,ip
form,8,ip
marketing,8,ip
cost,8,ip
consideration,8,ip
scope,8,ip
agreement,8,ip
behaviour,8,ip
ﬁling,8,ip
law,7,ip
evaluation,7,ip
large,7,ip
method,7,ip
regard,7,ip
mean,7,ip
suit,7,ip
hold,7,ip
enforceable,7,ip
given,7,ip
lead,7,ip
rather,7,ip
nature,7,ip
two,7,ip
number,7,ip
ie,7,ip
weak,7,ip
wasteland,7,ip
journal,6,ip
oliver,6,ip
increase,6,ip
revenue,6,ip
investment,6,ip
signiﬁcant,6,ip
function,6,ip
asset,6,ip
analysis,6,ip
infringement,6,ip
heckmann,6,ip
reduced,6,ip
considered,6,ip
ﬁrst,6,ip
many,6,ip
using,6,ip
factor,6,ip
need,6,ip
size,6,ip
equally,6,ip
sense,6,ip
de,6,ip
depends,6,ip
procedure,6,ip
line,6,ip
firm,6,ip
affect,6,ip
take,6,ip
seek,6,ip
cooperation,6,ip
hostile,6,ip
relationship,6,ip
christian,5,ip
signiﬁcantly,5,ip
part,5,ip
model,5,ip
wurzer,5,ip
leading,5,ip
useful,5,ip
simple,5,ip
published,5,ip
matter,5,ip
exist,5,ip
complementary,5,ip
industry,5,ip
speciﬁc,5,ip
reason,5,ip
well,5,ip
process,5,ip
portfolio,5,ip
amount,5,ip
necessarily,5,ip
component,5,ip
relevant,5,ip
especially,5,ip
cannot,5,ip
facto,5,ip
retaliate,5,ip
established,5,ip
though,5,ip
seen,5,ip
activity,5,ip
shown,5,ip
game,5,ip
much,5,ip
aggressive,5,ip
decapitation-attack,5,ip
element,5,ip
court,4,ip
thereby,4,ip
importance,4,ip
made,4,ip
system,4,ip
prohibitive,4,ip
building,4,ip
introduced,4,ip
viable,4,ip
let,4,ip
u,4,ip
exploitation,4,ip
economic,4,ip
deﬁned,4,ip
simply,4,ip
