word/phrase,value,class
mark,101,ip
trade,77,ip
world,59,ip
cup,54,ip
south,49,ip
word,48,ip
act,46,ip
use,40,ip
event,34,ip
africa,33,ip
section,27,ip
right,25,ip
protection,24,ip
registration,19,ip
good,18,ip
respect,17,ip
may,17,ip
registered,17,ip
african,16,ip
term,15,ip
practice,14,ip
also,13,ip
disclaimer,13,ip
connection,13,ip
marketing,12,ip
person,12,ip
law,11,ip
soccer,11,ip
two,11,ip
year,11,ip
numeral,11,ip
bartlett,11,ip
common,10,ip
include,10,ip
service,10,ip
intellectual,9,ip
property,9,ip
protected,9,ip
class,9,ip
used,9,ip
association,8,ip
government,8,ip
merchandise,8,ip
ambush,8,ip
public,8,ip
court,8,ip
name,8,ip
website,7,ip
football,7,ip
give,7,ip
ofﬁcial,7,ip
symbol,7,ip
application,7,ip
bona,7,ip
business,7,ip
various,6,ip
protect,6,ip
legislation,6,ip
ﬁrst,6,ip
whether,6,ip
intended,6,ip
olympic,6,ip
last,6,ip
accessed,6,ip
october,6,ip
notice,6,ip
state,6,ip
logo,6,ip
applied,6,ip
others,6,ip
ﬁde,6,ip
using,6,ip
sport,6,ip
clothing,6,ip
phrase,6,ip
offence,6,ip
prohibition,6,ip
provision,5,ip
interest,5,ip
speciﬁc,5,ip
purpose,5,ip
commercial,5,ip
deal,5,ip
issue,5,ip
form,5,ip
provides,5,ip
relation,5,ip
game,5,ip
would,5,ip
extent,5,ip
device,5,ip
statement,5,ip
either,5,ip
one,5,ip
subject,5,ip
type,5,ip
ltd,5,ip
principle,5,ip
insignia,5,ip
imprisonment,5,ip
journal,4,ip
vol,4,ip
roshana,4,ip
local,4,ip
guarantee,4,ip
authority,4,ip
dealing,4,ip
special,4,ip
measure,4,ip
second,4,ip
access,4,ip
national,4,ip
team,4,ip
designated,4,ip
entitled,4,ip
major,4,ip
promotional,4,ip
effectively,4,ip
licensing,4,ip
proprietor,4,ip
matter,4,ip
non-distinctive,4,ip
time,4,ip
intention,4,ip
held,4,ip
shall,4,ip
recent,4,ip
effect,4,ip
general,4,ip
appears,4,ip
stated,4,ip
question,4,ip
promote,4,ip
merely,4,ip
object,4,ip
bafana,4,ip
bearing,4,ip
contravention,4,ip
ﬁne,4,ip
minister,4,ip
description,4,ip
emblem,4,ip
granted,4,ip
stage,3,ip
de,3,ip
thus,3,ip
including,3,ip
numerous,3,ip
number,3,ip
display,3,ip
far,3,ip
publicity,3,ip
sponsor,3,ip
actual,3,ip
period,3,ip
beneﬁt,3,ip
interpretation,3,ip
statutory,3,ip
includes,3,ip
medium,3,ip
advertising,3,ip
applicant,3,ip
given,3,ip
ground,3,ip
viewed,3,ip
attack,3,ip
annex,3,ip
see,3,ip
contains,3,ip
prohibits,3,ip
meaning,3,ip
current,3,ip
language,3,ip
permitted,3,ip
decision,3,ip
equipment,3,ip
people,3,ip
kelbrick,3,ip
following,3,ip
exclusive,3,ip
endorsement,3,ip
except,3,ip
connected,3,ip
disclaimed,3,ip
sir,3,ip
trader,3,ip
describe,3,ip
reference,3,ip
still,3,ip
product,3,ip
company,3,ip
another,3,ip
harm,3,ip
think,3,ip
inserted,3,ip
sponsored,3,ip
make,3,ip
made,3,ip
twenty,3,ip
ten,3,ip
prohibit,3,ip
criminal,3,ip
considered,3,ip
gazette,3,ip
profession,3,ip
occupation,3,ip
prohibited,3,ip
sought,3,ip
commonplace,3,ip
acronym,3,ip
exceeding,3,ip
pursue,3,ip
acting,3,ip
republic,3,ip
won,2,ip
bid,2,ip
host,2,ip
according,2,ip
arguably,2,ip
internationale,2,ip
control,2,ip
provide,2,ip
support,2,ip
legislative,2,ip
promulgated,2,ip
facilitates,2,ip
country,2,ip
permit,2,ip
work,2,ip
suspends,2,ip
restriction,2,ip
health,2,ip
area,2,ip
discussion,2,ip
aspect,2,ip
discus,2,ip
detail,2,ip
introduced,2,ip
organization,2,ip
available,2,ip
trade-mark,2,ip
set,2,ip
statute,2,ip
prevent,2,ip
usually,2,ip
derive,2,ip
without,2,ip
prior,2,ip
hoped,2,ip
put,2,ip
month,2,ip
university,2,ip
ibid,2,ip
published,2,ip
opinion,2,ip
owner,2,ip
entity,2,ip
trademark,2,ip
counterfeit,2,ip
passing,2,ip
standard,2,ip
described,2,ip
protecting,2,ip
blanket,2,ip
cover,2,ip
seems,2,ip
necessary,2,ip
require,2,ip
particular,2,ip
attacked,2,ip
contained,2,ip
attorney,2,ip
provided,2,ip
distinctiveness,2,ip
capable,2,ip
distinguishing,2,ip
within,2,ip
consists,2,ip
exclusively,2,ip
sign,2,ip
indication,2,ip
kind,2,ip
value,2,ip
contemplated,2,ip
existing,2,ip
respondent,2,ip
globe,2,ip
competition,2,ip
basis,2,ip
sporting,2,ip
entered,2,ip
required,2,ip
found,2,ip
amended,2,ip
separately,2,ip
apart,2,ip
consisting,2,ip
simpliciter,2,ip
contain,2,ip
clearly,2,ip
included,2,ip
every,2,ip
