word/phrase,value,class
international,hr,83
journal,hr,9
cultural,hr,103
property,hr,126
printed,hr,1
copyright,hr,1
society,hr,1
state,hr,188
immunity,hr,107
right,hr,89
object,hr,73
loan,hr,48
alessandro,hr,4
chechi,hr,4
abstract,hr,1
art,hr,58
field,hr,2
centuries-old,hr,1
concept,hr,10
interwoven,hr,3
ambivalent,hr,4
relationship,hr,10
rule,hr,29
may,hr,21
constitute,hr,2
shield,hr,3
work,hr,10
temporarily,hr,4
sent,hr,4
abroad,hr,6
exhibition,hr,13
purpose,hr,21
obverse,hr,1
coin,hr,1
thwart,hr,1
legal,hr,24
action,hr,14
filed,hr,4
individual,hr,14
foreign,hr,25
retrieve,hr,1
lost,hr,5
past,hr,7
result,hr,7
connection,hr,6
grave,hr,2
violation,hr,7
human,hr,32
humanitarian,hr,3
law,hr,86
examines,hr,3
conundrum,hr,1
argues,hr,1
reconceptualised,hr,1
aligned,hr,1
value,hr,6
priority,hr,2
community,hr,5
protection,hr,11
reparation,hr,3
massive,hr,1
violent,hr,1
crime,hr,6
respect,hr,14
heritage,hr,32
painting,hr,8
christ,hr,4
carrying,hr,4
cross,hr,5
painted,hr,1
renaissance,hr,1
master,hr,1
girolamo,hr,1
romanino,hr,3
depicts,hr,1
crowned,hr,1
thorn,hr,1
dragged,hr,1
along,hr,1
rope,hr,1
italian,hr,17
government,hr,6
bought,hr,1
private,hr,22
owner,hr,11
hung,hr,1
famed,hr,1
pinacoteca,hr,3
di,hr,7
brera,hr,1
government-run,hr,1
museum,hr,17
milan,hr,1
year,hr,3
later,hr,2
caught,hr,1
curious,hr,1
struggle,hr,1
originated,hr,1
turbulent,hr,1
effect,hr,15
confiscated,hr,1
nazi-controlled,hr,1
french,hr,1
authority,hr,8
federico,hr,2
gentili,hr,7
giuseppe,hr,5
jewish,hr,2
descent,hr,1
living,hr,2
paris,hr,3
sold,hr,2
auction,hr,4
together,hr,1
seemingly,hr,1
unaware,hr,1
history,hr,4
heir,hr,5
attempt,hr,1
recover,hr,3
family,hr,2
collection,hr,7
mary,hr,1
brogan,hr,1
tallahassee,hr,1
centre,hr,7
faculty,hr,1
university,hr,38
geneva,hr,5
switzerland,hr,3
email,hr,1
downloaded,hr,21
bristol,hr,21
library,hr,21
dec,hr,21
subject,hr,33
cambridge,hr,24
core,hr,22
term,hr,35
use,hr,38
available,hr,23
united,hr,20
informed,hr,1
triggered,hr,2
investigation,hr,2
involved,hr,5
interpol,hr,1
immigration,hr,1
custom,hr,7
enforcement,hr,11
attorney,hr,1
office,hr,2
led,hr,2
seizure,hr,20
return,hr,6
gentilis,hr,2
three,hr,2
reason,hr,9
lie,hr,2
behind,hr,1
smooth,hr,1
resolution,hr,4
