word/phrase,value,class
claim,116,ip
patent,76,ip
court,74,ip
scope,53,ip
pemetrexed,52,ip
protection,44,ip
equivalent,40,ip
approach,36,ip
variant,35,ip
case,34,ip
skilled,33,ip
prosecution,32,ip
protocol,28,ip
question,28,ip
mean,26,ip
invention,25,ip
art,24,ip
disodium,24,ip
whether,23,ip
person,22,ip
patentee,21,ip
would,21,ip
infringement,21,ip
doctrine,20,ip
ﬁle,20,ip
literal,19,ip
appeal,19,ip
effect,19,ip
decision,19,ip
third,16,ip
party,16,ip
must,16,ip
law,15,ip
ﬁrst,15,ip
however,15,ip
hoge,15,ip
meaning,14,ip
english,14,ip
held,14,ip
raad,14,ip
may,13,ip
use,13,ip
european,12,ip
interpretation,12,ip
language,12,ip
within,12,ip
device,12,ip
dipotassium,12,ip
wording,11,ip
also,11,ip
taken,11,ip
solution,11,ip
particular,11,ip
principle,11,ip
german,11,ip
interpreted,10,ip
used,10,ip
way,10,ip
common,10,ip
outside,10,ip
function,10,ip
limited,10,ip
actavis,10,ip
one,10,ip
judge,10,ip
extent,9,ip
description,9,ip
certainty,9,ip
word,9,ip
inventive,9,ip
germany,9,ip
end,9,ip
general,9,ip
known,9,ip
equivalence,9,ip
history,9,ip
regard,9,ip
test,9,ip
problem,9,ip
van,9,ip
intellectual,8,ip
property,8,ip
using,8,ip
consideration,8,ip
reasonable,8,ip
ground,8,ip
french,8,ip
result,8,ip
embodiment,8,ip
take,8,ip
material,8,ip
obvious,8,ip
basis,8,ip
schneidmesser,8,ip
step,8,ip
technical,8,ip
compound,8,ip
diacid,8,ip
practice,7,ip
according,7,ip
degree,7,ip
two,7,ip
construction,7,ip
speciﬁcation,7,ip
national,7,ip
product,7,ip
determining,7,ip
account,7,ip
issue,7,ip
could,7,ip
considered,7,ip
ltd,7,ip
essence,7,ip
occlutech,7,ip
europe,6,ip
paul,6,ip
application,6,ip
determined,6,ip
understood,6,ip
found,6,ip
fair,6,ip
second,6,ip
concept,6,ip
england,6,ip
netherlands,6,ip
difference,6,ip
see,6,ip
de,6,ip
priority,6,ip
form,6,ip
