word/phrase,value,class
frozen,hr,3
time,hr,24
orphan,hr,11
uncollected,hr,16
object,hr,186
museum,hr,252
collection,hr,62
janet,hr,4
ulph*,hr,1
abstract,hr,1
focus,hr,2
upon,hr,26
legal,hr,31
title,hr,39
uncertain,hr,4
owner,hr,63
unknown,hr,2
deposited,hr,13
cannot,hr,18
found,hr,7
loan,hr,52
may,hr,57
little,hr,11
choice,hr,3
continue,hr,1
care,hr,16
even,hr,12
unsuitable,hr,5
retained,hr,5
within,hr,9
permanent,hr,5
argued,hr,7
current,hr,4
law,hr,65
united,hr,8
kingdom,hr,5
prevents,hr,1
managing,hr,3
properly,hr,4
rationalizing,hr,3
necessary,hr,4
new,hr,19
legislation,hr,9
proposed,hr,5
would,hr,66
assist,hr,2
scottish,hr,24
need,hr,14
enable,hr,3
manage,hr,3
effectively,hr,2
approach,hr,5
review,hr,6
disposal,hr,23
proper,hr,2
balanced,hr,2
manner,hr,6
acting,hr,17
benefit,hr,18
public,hr,54
expectation,hr,1
elsewhere,hr,5
sustainable,hr,1
trusted,hr,2
organization,hr,1
sustainability,hr,4
depend,hr,6
continuing,hr,2
attract,hr,2
visitor,hr,3
supporter,hr,1
also,hr,17
financially,hr,2
efficient,hr,1
austere,hr,1
suffering,hr,1
severe,hr,2
cut,hr,2
budget,hr,2
pressure,hr,2
identify,hr,2
dispose,hr,15
engaged,hr,2
otherwise,hr,7
suitable,hr,2
retention,hr,3
university,hr,30
leicester,hr,2
email,hr,1
author,hr,1
grateful,hr,1
art,hr,21
humanity,hr,1
research,hr,3
council,hr,15
supporting,hr,1
fellowship,hr,1
first,hr,5
presented,hr,1
property,hr,52
trust,hr,8
section,hr,2
society,hr,5
scholar,hr,1
annual,hr,1
conference,hr,1
york,hr,1
downloaded,hr,28
bristol,hr,28
library,hr,29
dec,hr,28
subject,hr,29
cambridge,hr,29
core,hr,29
term,hr,34
use,hr,44
available,hr,32
international,hr,4
journal,hr,14
cultural,hr,35
printed,hr,1
process,hr,3
removing,hr,1
unwanted,hr,11
following,hr,1
often,hr,3
referred,hr,3
curatorially,hr,2
motivated,hr,3
phrase,hr,2
indicates,hr,1
decision,hr,31
made,hr,18
view,hr,6
raising,hr,1
money,hr,4
sale,hr,20
rather,hr,8
reason,hr,8
although,hr,9
deaccessioning,hr,7
still,hr,3
divide,hr,2
