word/phrase,value,class
landscape,244,hr
cultural,198,hr
heritage,138,hr
world,110,hr
site,50,hr
property,40,hr
natural,34,hr
management,32,hr
park,32,hr
national,31,hr
also,30,hr
study,27,hr
traditional,27,hr
value,27,hr
meeting,25,hr
nature,25,hr
concept,24,hr
inscribed,24,hr
human,24,hr
centre,23,hr
see,23,hr
people,21,hr
conservation,21,hr
report,21,hr
valley,20,hr
one,19,hr
international,18,hr
aplin,18,hr
environment,18,hr
area,18,hr
culture,18,hr
document,18,hr
committee,17,hr
list,16,hr
many,16,hr
criterion,16,hr
journal,15,hr
geography,15,hr
interaction,15,hr
change,15,hr
de,14,hr
european,14,hr
italy,14,hr
australia,13,hr
category,12,hr
however,12,hr
group,12,hr
form,12,hr
guideline,12,hr
including,11,hr
place,11,hr
two,11,hr
ecomuseum,11,hr
france,11,hr
included,11,hr
may,11,hr
impact,11,hr
significant,11,hr
philippine,11,hr
part,10,hr
importance,10,hr
present,10,hr
even,10,hr
much,10,hr
history,10,hr
process,10,hr
germany,10,hr
region,10,hr
time,10,hr
new,10,hr
discussion,10,hr
land,10,hr
development,10,hr
rice,10,hr
hungary,10,hr
long,9,hr
scale,9,hr
particular,9,hr
issue,9,hr
global,9,hr
year,9,hr
way,9,hr
addition,9,hr
aspect,9,hr
paper,9,hr
case,9,hr
activity,9,hr
outstanding,9,hr
often,9,hr
state,9,hr
possible,9,hr
challenge,9,hr
term,8,hr
use,8,hr
well,8,hr
understanding,8,hr
environmental,8,hr
within,8,hr
thus,8,hr
man,8,hr
section,8,hr
relationship,8,hr
district,8,hr
agricultural,8,hr
example,8,hr
following,8,hr
terrace,8,hr
table,8,hr
implementation,8,hr
convention,8,hr
tjuta,8,hr
route,8,hr
quotation,8,hr
others,7,hr
important,7,hr
future,7,hr
lowenthal,7,hr
bureau,7,hr
used,7,hr
regional,7,hr
various,7,hr
local,7,hr
industrial,7,hr
europe,7,hr
howard,7,hr
archaeological,7,hr
three,7,hr
nomination,7,hr
session,7,hr
protection,7,hr
positive,7,hr
operational,7,hr
expert,7,hr
austria,7,hr
sustainable,7,hr
cuba,7,hr
nigeria,7,hr
note,7,hr
number,7,hr
indigenous,7,hr
party,7,hr
phillips,7,hr
paris,7,hr
view,6,hr
ecomuseums,6,hr
listing,6,hr
recognised,6,hr
diversity,6,hr
first,6,hr
protected,6,hr
french,6,hr
la,6,hr
set,6,hr
living,6,hr
definition,6,hr
key,6,hr
sauer,6,hr
work,6,hr
expressed,6,hr
community,6,hr
society,6,hr
least,6,hr
system,6,hr
element,6,hr
associated,6,hr
evolution,6,hr
context,6,hr
concern,6,hr
inscription,6,hr
relevant,6,hr
rather,6,hr
modern,6,hr
garden,6,hr
religious,6,hr
material,6,hr
portugal,6,hr
involve,6,hr
nation,6,hr
perspective,6,hr
accessed,6,hr
information,6,hr
varied,5,hr
july,5,hr
especially,5,hr
type,5,hr
general,5,hr
humankind,5,hr
level,5,hr
physical,5,hr
spiritual,5,hr
arose,5,hr
university,5,hr
frequently,5,hr
though,5,hr
always,5,hr
range,5,hr
large,5,hr
later,5,hr
particularly,5,hr
among,5,hr
different,5,hr
feature,5,hr
common,5,hr
th,5,hr
century,5,hr
rivière,5,hr
approach,5,hr
historical,5,hr
past,5,hr
indeed,5,hr
largely,5,hr
ashworth,5,hr
latter,5,hr
come,5,hr
specific,5,hr
problem,5,hr
tourism,5,hr
maintain,5,hr
essential,5,hr
involved,5,hr
effect,5,hr
october,5,hr
although,5,hr
social,5,hr
land-use,5,hr
annex,5,hr
remains,5,hr
wine,5,hr
island,5,hr
south,5,hr
africa,5,hr
sacred,5,hr
royal,5,hr
hill,5,hr
sukur,5,hr
vineyard,5,hr
httpwhcunescoorg,5,hr
mount,5,hr
vision,5,hr
available,5,hr
edited,5,hr
item,5,hr
online,4,hr
graeme,4,hr
full,4,hr
recognition,4,hr
existing,4,hr
representative,4,hr
must,4,hr
sense,4,hr
life,4,hr
earlier,4,hr
nominated,4,hr
rural,4,hr
geographer,4,hr
vidal,4,hr
blache,4,hr
pay,4,hr
possibility,4,hr
according,4,hr
another,4,hr
chorology,4,hr
could,4,hr
result,4,hr
together,4,hr
clearly,4,hr
given,4,hr
hand,4,hr
davis,4,hr
give,4,hr
unique,4,hr
population,4,hr
territory,4,hr
back,4,hr
finally,4,hr
reason,4,hr
human–environment,4,hr
essence,4,hr
interpretation,4,hr
component,4,hr
almost,4,hr
economic,4,hr
aesthetic,4,hr
significance,4,hr
public,4,hr
continuing,4,hr
great,4,hr
express,4,hr
reflect,4,hr
technique,4,hr
biological,4,hr
called,4,hr
mixed,4,hr
force,4,hr
integrity,4,hr
lake,4,hr
contains,4,hr
deferred,4,hr
appropriate,4,hr
asked,4,hr
balance,4,hr
inclusion,4,hr
degree,4,hr
settlement,4,hr
peru,4,hr
poland,4,hr
workshop,4,hr
andor,4,hr
relation,4,hr
universal,4,hr
fowler,4,hr
brief,4,hr
republic,4,hr
india,4,hr
historic,4,hr
lao,4,hr
zealand,4,hr
spain,4,hr
pilgrimage,4,hr
mountain,4,hr
vat,4,hr
phou,4,hr
ancient,4,hr
tongariro,4,hr
cordilleras,4,hr
china,4,hr
recent,4,hr
include,4,hr
recently,4,hr
london,4,hr
assistance,4,hr
listed,4,hr
occupance,4,hr
mentioned,4,hr
martin,4,hr
council,4,hr
changing,4,hr
oxford,4,hr
press,4,hr
published,3,hr
taylor,3,hr
francis,3,hr
strategy,3,hr
biodiversity,3,hr
website,3,hr
name,3,hr
record,3,hr
referred,3,hr
debate,3,hr
discipline,3,hr
school,3,hr
something,3,hr
genre,3,hr
vie,3,hr
closely,3,hr
reaction,3,hr
difference,3,hr
hettner,3,hr
hartshorne,3,hr
point,3,hr
character,3,hr
existence,3,hr
manifestation,3,hr
early,3,hr
subsequent,3,hr
sic,3,hr
length,3,hr
central,3,hr
role,3,hr
discus,3,hr
need,3,hr
identity,3,hr
seen,3,hr
like,3,hr
fact,3,hr
varies,3,hr
perhaps,3,hr
attention,3,hr
far,3,hr
evidence,3,hr
relatively,3,hr
associative,3,hr
pattern,3,hr
suggested,3,hr
intimate,3,hr
powerful,3,hr
belief,3,hr
noted,3,hr
official,3,hr
discussed,3,hr
task,3,hr
harmonious,3,hr
outcome,3,hr
several,3,hr
association,3,hr
period,3,hr
vulnerable,3,hr
potential,3,hr
necessary,3,hr
ensure,3,hr
expected,3,hr
second,3,hr
negative,3,hr
biophysical,3,hr
lesson,3,hr
hewison,3,hr
action,3,hr
decision,3,hr
quoted,3,hr
version,3,hr
created,3,hr
still,3,hr
progress,3,hr
represent,3,hr
maintained,3,hr
highlight,3,hr
review,3,hr
added,3,hr
afghanistan,3,hr
argentina,3,hr
iceland,3,hr
israel,3,hr
bamiyan,3,hr
coffee,3,hr
loire,3,hr
perdu,3,hr
hortobágy,3,hr
puszta,3,hr
þingvellir,3,hr
rock,3,hr
bhimbetka,3,hr
incense,3,hr
desert,3,hr
city,3,hr
negev,3,hr
cilento,3,hr
di,3,hr
japan,3,hr
kazakhstan,3,hr
lebanon,3,hr
madagascar,3,hr
mongolia,3,hr
togo,3,hr
zimbabwe,3,hr
tamgaly,3,hr
qadisha,3,hr
spit,3,hr
ambohimanga,3,hr
tequila,3,hr
orkhon,3,hr
architectural,3,hr
complex,3,hr
mapungubwe,3,hr
koutammakou,3,hr
blaenavon,3,hr
botanic,3,hr
kew,3,hr
matobo,3,hr
kakadu,3,hr
illustrate,3,hr
democratic,3,hr
industry,3,hr
controversial,3,hr
authority,3,hr
increasing,3,hr
might,3,hr
plan,3,hr
monitoring,3,hr
mission,3,hr
recommendation,3,hr
subsequently,3,hr
recommended,3,hr
agency,3,hr
passmore,3,hr
resource,3,hr
recognise,3,hr
head,3,hr
individual,3,hr
us,3,hr
beauty,3,hr
géographie,3,hr
touchstone,3,hr
crusade,3,hr
spoil,3,hr
reference,3,hr
america,3,hr
rössler,3,hr
synthesis,3,hr
december,3,hr
thematic,3,hr
citing,2,hr
article,2,hr
condition,2,hr
found,2,hr
november,2,hr
antecedent,2,hr
adopted,2,hr
officially,2,hr
acknowledgement,2,hr
opportunity,2,hr
increase,2,hr
select,2,hr
endeavour,2,hr
rich,2,hr
connection,2,hr
stewardship,2,hr
david,2,hr
worthy,2,hr
considerable,2,hr
close,2,hr
similarity,2,hr
popular,2,hr
terminology,2,hr
led,2,hr
german,2,hr
richthofen,2,hr
landschaften,2,hr
inaugural,2,hr
small,2,hr
limit,2,hr
act,2,hr
termed,2,hr
related,2,hr
anthropological,2,hr
basic,2,hr
normally,2,hr
suite,2,hr
attribute,2,hr
holistic,2,hr
von,2,hr
book,2,hr
interrelation,2,hr
reality,2,hr
idea,2,hr
little,2,hr
greater,2,hr
concerned,2,hr
deal,2,hr
deliberation,2,hr
publication,2,hr
became,2,hr
certain,2,hr
former,2,hr
pedagogical,2,hr
distinctiveness,2,hr
mean,2,hr
final,2,hr
seek,2,hr
explanation,2,hr
expression,2,hr
wilderness,2,hr
appearance,2,hr
course,2,hr
deemed,2,hr
preservation,2,hr
contain,2,hr
ever,2,hr
sooner,2,hr
loss,2,hr
paid,2,hr
go,2,hr
establish,2,hr
evolved,2,hr
adoption,2,hr
guarantee,2,hr
sustain,2,hr
artistic,2,hr
exceptional,2,hr
cultural–natural,2,hr
identification,2,hr
consideration,2,hr
designation,2,hr
lack,2,hr
secretariat,2,hr
develop,2,hr
accommodate,2,hr
presented,2,hr
amendment,2,hr
therefore,2,hr
irreversible,2,hr
distinctive,2,hr
exclude,2,hr
major,2,hr
alteration,2,hr
function,2,hr
ii,2,hr
legislative,2,hr
iii,2,hr
measure,2,hr
seriously,2,hr
wording,2,hr
advantage,2,hr
remain,2,hr
bureaucratic,2,hr
economically,2,hr
tend,2,hr
done,2,hr
active,2,hr
danger,2,hr
taken,2,hr
lifestyle,2,hr
intrusion,2,hr
revision,2,hr
obviously,2,hr
neat,2,hr
become,2,hr
seems,2,hr
interdependence,2,hr
evident,2,hr
continue,2,hr
derived,2,hr
series,2,hr
kenya,2,hr
slovakia,2,hr
ferrara,2,hr
embrace,2,hr
characteristic,2,hr
contribute,2,hr
continued,2,hr
helpful,2,hr
maintaining,2,hr
fall,2,hr
intentionally,2,hr
constructed,2,hr
building,2,hr
response,2,hr
relict,2,hr
evolutionary,2,hr
came,2,hr
end,2,hr
visible,2,hr
contemporary,2,hr
extent,2,hr
enough,2,hr
totality,2,hr
culturally,2,hr
excluded,2,hr
good,2,hr
controlled,2,hr
proportion,2,hr
show,2,hr
four,2,hr
detailed,2,hr
nominating,2,hr
along,2,hr
analysis,2,hr
tentative,2,hr
andorra,2,hr
czech,2,hr
quebrada,2,hr
humahuaca,2,hr
salzkammergut,2,hr
wachau,2,hr
viñales,2,hr
plantation,2,hr
southeast,2,hr
jurisdiction,2,hr
kingdom,2,hr
upper,2,hr
middle,2,hr
rhine,2,hr
dresden,2,hr
elbe,2,hr
muskauer,2,hr
muzakowski,2,hr
tokaj,2,hr
shelter,2,hr
portovenere,2,hr
cinque,2,hr
terre,2,hr
costiera,2,hr
amalfitana,2,hr
vallo,2,hr
diano,2,hr
monti,2,hr
piedmont,2,hr
lombardy,2,hr
mexico,2,hr
norway,2,hr
sweden,2,hr
val,2,hr
kii,2,hr
petroglyph,2,hr
ouadi,2,hr
forest,2,hr
cedar,2,hr
god,2,hr
curonian,2,hr
agave,2,hr
facility,2,hr
grove,2,hr
