word/phrase,value,class
international,hr,13
journal,hr,15
heritage,hr,52
study,hr,15
print,hr,1
online,hr,2
homepage,hr,1
fifty-two,hr,3
door,hr,7
identifying,hr,3
cultural,hr,20
significance,hr,2
narrative,hr,85
nostalgia,hr,38
lakhnu,hr,28
village,hr,31
john,hr,10
stephen,hr,16
cite,hr,1
link,hr,3
published,hr,1
jan,hr,1
submit,hr,1
view,hr,14
crossmark,hr,1
data,hr,18
citing,hr,2
article,hr,2
full,hr,1
term,hr,6
condition,hr,11
access,hr,1
use,hr,14
found,hr,1
vol,hr,1
signiﬁcance,hr,14
stephens*,hr,1
department,hr,2
architecture,hr,5
interior,hr,3
curtin,hr,40
university,hr,44
technology,hr,2
perth,hr,13
australia,hr,20
received,hr,2
october,hr,1
ﬁnal,hr,2
version,hr,3
december,hr,1
paper,hr,17
proposes,hr,4
alternative,hr,6
way,hr,19
evaluating,hr,1
value,hr,7
assessment,hr,8
abandoned,hr,4
school,hr,67
building,hr,75
small,hr,3
rural,hr,6
indian,hr,10
state,hr,3
uttar,hr,3
pradesh,hr,3
aim,hr,3
re-think,hr,1
appropriateness,hr,1
professionally,hr,1
assessed,hr,1
methodology,hr,2
australian,hr,5
burra,hr,7
charter,hr,9
ﬁnd,hr,2
others,hr,3
inclusive,hr,2
sensitive,hr,3
community,hr,42
aspiration,hr,2
villager,hr,40
claim,hr,2
key,hr,3
part,hr,8
desertion,hr,1
disintegration,hr,2
frustration,hr,5
larger,hr,1
scheme,hr,1
improve,hr,3
infrastructure,hr,4
enable,hr,1
empowerment,hr,2
ass,hr,2
place,hr,60
facilitate,hr,2
conservation,hr,6
investigate,hr,2
possible,hr,11
outcome,hr,2
participation,hr,2
context,hr,7
concept,hr,6
offered,hr,1
mean,hr,5
establish,hr,1
meaning,hr,18
powerful,hr,4
people,hr,17
understand,hr,4
environment,hr,17
structure,hr,3
world,hr,8
using,hr,5
story,hr,32
told,hr,6
relationship,hr,8
argues,hr,6
offer,hr,5
method,hr,6
understanding,hr,10
keywords,hr,1
introduction,hr,1
emerges,hr,2
search,hr,1
appropriate,hr,3
determine,hr,2
derelict,hr,3
located,hr,3
km,hr,2
south-east,hr,1
town,hr,1
hathras,hr,2
west,hr,1
mathura,hr,2
important,hr,3
birthplace,hr,1
hindu,hr,2
deity,hr,1
krishna,hr,1
see,hr,9
figure,hr,16
surrounded,hr,2
ﬁelds,hr,2
chilli,hr,2
little,hr,2
public,hr,4
beyond,hr,4
dirt,hr,1
road,hr,1
open,hr,3
drain,hr,2
electricity,hr,2
supply,hr,2
house,hr,4
sewerage,hr,1
toilet,hr,3
private,hr,2
one,hr,15
waste,hr,2
type,hr,3
conveyed,hr,1
earthen,hr,1
garbage,hr,1
collection,hr,2
rudimentary,hr,1
street,hr,3
primary,hr,3
repository,hr,1
rubbish,hr,1
kind,hr,1
must,hr,2
visit,hr,6
medical,hr,1
