word/phrase,value,class
standard,135,ip
patent,118,ip
market,102,ip
may,100,ip
organization,98,ip
law,80,ip
standard-setting,80,ip
competition,79,ip
right,55,ip
standardization,55,ip
case,53,ip
commission,47,ip
european,45,ip
term,44,ip
technology,43,ip
process,43,ip
member,42,ip
rambus,42,ip
application,41,ip
also,37,ip
participant,36,ip
conduct,36,ip
practice,35,ip
position,34,ip
disclosure,33,ip
agreement,31,ip
information,31,ip
ambush,30,ip
abuse,29,ip
rule,29,ip
dominant,28,ip
product,27,ip
however,26,ip
royalty,26,ip
inc,23,ip
ibid,23,ip
licensing,21,ip
holder,21,ip
company,21,ip
undertaking,21,ip
power,20,ip
policy,20,ip
relevant,20,ip
act,20,ip
ex,20,ip
property,19,ip
intellectual,18,ip
antitrust,18,ip
solution,16,ip
important,15,ip
part,15,ip
risk,15,ip
effect,15,ip
would,15,ip
even,14,ip
court,14,ip
order,14,ip
behaviour,14,ip
setting,14,ip
dell,14,ip
anticompetitive,14,ip
disclose,14,ip
must,14,ip
ante,14,ip
unfair,13,ip
competitor,13,ip
held,13,ip
decision,13,ip
journal,12,ip
context,12,ip
price,12,ip
scope,12,ip
monopoly,12,ip
beneﬁts,12,ip
within,12,ip
dominance,12,ip
form,12,ip
industry,12,ip
license,11,ip
result,11,ip
instance,11,ip
new,11,ip
party,11,ip
common,11,ip
problem,11,ip
consumer,11,ip
private,11,ip
association,11,ip
adopted,11,ip
exchange,11,ip
claim,11,ip
section,11,ip
negotiation,11,ip
interplay,10,ip
piotr,10,ip
body,10,ip
role,10,ip
competitive,10,ip
use,10,ip
applicant,10,ip
international,10,ip
procedure,10,ip
deﬁned,10,ip
state,10,ip
approach,10,ip
thus,10,ip
possible,10,ip
infringement,10,ip
following,10,ip
share,10,ip
unocal,10,ip
limit,9,ip
monopolization,9,ip
exclusionary,9,ip
inﬂuence,9,ip
certain,9,ip
authority,9,ip
concerted,9,ip
regarding,9,ip
docket,9,ip
business,9,ip
prohibited,9,ip
vol,8,ip
trade,8,ip
public,8,ip
legal,8,ip
system,8,ip
question,8,ip
different,8,ip
economy,8,ip
manufacturer,8,ip
good,8,ip
beneﬁt,8,ip
staniszewski,8,ip
cost,8,ip
computer,8,ip
based,8,ip
cir,8,ip
forum,8,ip
representative,8,ip
essential,8,ip
open,8,ip
one,8,ip
treaty,8,ip
group,8,ip
naughton,8,ip
wolfram,8,ip
unilateral,8,ip
guideline,8,ip
general,8,ip
reasonable,8,ip
licence,8,ip
illegal,8,ip
ii,8,ip
apply,8,ip
alleged,8,ip
element,8,ip
restriction,8,ip
many,7,ip
generally,7,ip
lie,7,ip
used,7,ip
proprietary,7,ip
technological,7,ip
cannot,7,ip
contemplated,7,ip
regulation,7,ip
particular,7,ip
eg,7,ip
art,7,ip
three,7,ip
de,7,ip
mobile,7,ip
take,7,ip
include,7,ip
fd,7,ip
developed,7,ip
co-operation,7,ip
standardsetting,7,ip
constitute,7,ip
available,7,ip
usually,7,ip
participation,7,ip
concerned,7,ip
cover,7,ip
whether,7,ip
california,7,ip
andor,7,ip
included,7,ip
