word/phrase,value,class
vodka,37,ip
product,22,ip
would,13,ip
arnold,12,ip
diageo,11,ip
get-up,10,ip
name,8,ip
champagne,7,ip
old,7,ip
confusion,7,ip
held,6,ip
use,6,ip
made,6,ip
white,6,ip
term,5,ip
passing,5,ip
public,5,ip
goodwill,5,ip
clear,5,ip
word,5,ip
new,5,ip
customer,5,ip
vol,4,ip
court,4,ip
wine,4,ip
ltd,4,ip
advocaat,4,ip
geographical,4,ip
consumer,4,ip
drink,4,ip
alcohol,4,ip
spirit,4,ip
red,4,ip
label,4,ip
could,4,ip
regulation,4,ip
price,4,ip
sale,4,ip
survey,4,ip
law,3,ip
marketed,3,ip
extended,3,ip
produced,3,ip
likely,3,ip
defendant,3,ip
case,3,ip
conﬁrmed,3,ip
fact,3,ip
market,3,ip
marketing,3,ip
fermented,3,ip
contained,3,ip
actually,3,ip
bottle,3,ip
used,3,ip
reminiscent,3,ip
blend,3,ip
lion,3,ip
alcoholic,3,ip
version,3,ip
time,3,ip
trial,3,ip
class,3,ip
good,3,ip
also,3,ip
protectible,3,ip
given,3,ip
lower,3,ip
however,3,ip
trap,3,ip
purchase,3,ip
confused,3,ip
re-brand,3,ip
criticism,3,ip
journal,2,ip
intellectual,2,ip
property,2,ip
practice,2,ip
remove,2,ip
email,2,ip
doijiplpjpq,2,ip
advance,2,ip
access,2,ip
publication,2,ip
april,2,ip
north,2,ip
brand,2,ip
others,2,ip
ch,2,ip
legal,2,ip
bollinger,2,ip
sparkling,2,ip
mislead,2,ip
thinking,2,ip
son,2,ip
suffered,2,ip
damage,2,ip
irrelevant,2,ip
decision,2,ip
lord,2,ip
reputation,2,ip
manufacturer,2,ip
range,2,ip
beverage,2,ip
including,2,ip
year,2,ip
taste,2,ip
include,2,ip
association,2,ip
bearing,2,ip
silver,2,ip
superimposed,2,ip
stated,2,ip
following,2,ip
trading,2,ip
standard,2,ip
diageos,2,ip
great,2,ip
look,2,ip
alleged,2,ip
deﬁnition,2,ip
per,2,ip
cent,2,ip
dropped,2,ip
claim,2,ip
breach,2,ip
competition,2,ip
came,2,ip
sold,2,ip
found,2,ip
clearly,2,ip
different,2,ip
way,2,ip
misrepresentation,2,ip
absence,2,ip
tion,2,ip
described,2,ip
display,2,ip
advertising,2,ip
argument,2,ip
considered,2,ip
strength,2,ip
seen,2,ip
judgment,2,ip
evidence,2,ip
view,2,ip
realized,2,ip
complain,2,ip
le,2,ip
loss,2,ip
practical,2,ip
relation,2,ip
apparent,1,ip
assurance,1,ip
miss,1,ip
jackson,1,ip
position,1,ip
restriction,1,ip
licence,1,ip
agreement,1,ip
chris,1,ip
de,1,ip
mauny,1,ip
hogarth,1,ip
chamber,1,ip
london,1,ip
cdemauny@hogarthchamberscom,1,ip
get,1,ip
treatment,1,ip
america,1,ip
inc,1,ip
another,1,ip
intercontinental,1,ip
limited,1,ip
mr,1,ip
justice,1,ip
january,1,ip
high,1,ip
allowing,1,ip
packaged,1,ip
current,1,ip
condition,1,ip
lead,1,ip
blurring,1,ip
exclusivity,1,ip
context,1,ip
concept,1,ip
began,1,ip
costa,1,ip
brava,1,ip
co,1,ip
french,1,ip
region,1,ip
therefore,1,ip
spanish,1,ip
reference,1,ip
spain,1,ip
member,1,ip
knowledgeable,1,ip
followed,1,ip
vine,1,ip
mackenzie,1,ip
john,1,ip
walker,1,ip
henry,1,ip
ost,1,ip
bulmer,1,ip
dealt,1,ip
status,1,ip
sherry,1,ip
scotch,1,ip
whisky,1,ip
cider,1,ip
respectively,1,ip
erven,1,ip
warnink,1,ip
townend,1,ip
allowed,1,ip
consider,1,ip
originate,1,ip
area,1,ip
goulding,1,ip
purchased,1,ip
claimant,1,ip
result,1,ip
indicate,1,ip
importance,1,ip
house,1,ip
diplock,1,ip
stating,1,ip
particular,1,ip
characteristic,1,ip
acquired,1,ip
entitled,1,ip
protected,1,ip
deceptive,1,ip
analysis,1,ip
wide,1,ip
smirnoff,1,ip
ending,1,ip
june,1,ip
accounted,1,ip
started,1,ip
vir,1,ip
tually,1,ip
tasteless,1,ip
volume,1,ip
orange,1,ip
mixture,1,ip
treated,1,ip
colour,1,ip
success,1,ip
widened,1,ip
accepted,1,ip
purpose,1,ip
starting,1,ip
show,1,ip
commonly,1,ip
screw,1,ip
top,1,ip
lettering,1,ip
front,1,ip
