word/phrase,value,class
building,111,hr
heritage,77,hr
project,58,hr
developer,56,hr
development,54,hr
cost,39,hr
reuse,28,hr
ontario,28,hr
new,27,hr
historic,26,hr
see,25,hr
study,24,hr
one,24,hr
site,21,hr
preservation,20,hr
case,20,hr
city,20,hr
figure,19,hr
adaptive,18,hr
toronto,17,hr
journal,16,hr
business,16,hr
shipley,15,hr
many,15,hr
older,15,hr
international,14,hr
renovation,13,hr
found,13,hr
often,13,hr
ft,13,hr
waterloo,12,hr
existing,12,hr
architect,12,hr
property,12,hr
small,12,hr
large,12,hr
investor,11,hr
investment,11,hr
structure,11,hr
much,11,hr
people,11,hr
table,11,hr
loft,11,hr
make,10,hr
also,10,hr
economics,10,hr
way,10,hr
residential,10,hr
experience,10,hr
code,10,hr
incentive,10,hr
construction,10,hr
government,10,hr
old,10,hr
use,9,hr
important,9,hr
us,9,hr
time,9,hr
medium,9,hr
commercial,9,hr
institutional,9,hr
value,9,hr
market,9,hr
interviewee,9,hr
said,9,hr
bank,9,hr
municipal,9,hr
canada,8,hr
number,8,hr
however,8,hr
return,8,hr
always,8,hr
higher,8,hr
et,8,hr
al,8,hr
even,8,hr
financial,8,hr
problem,8,hr
like,8,hr
category,8,hr
end,8,hr
act,8,hr
adapting,7,hr
owner,7,hr
downtown,7,hr
regulation,7,hr
place,7,hr
provide,7,hr
find,7,hr
challenge,7,hr
data,7,hr
location,7,hr
potential,7,hr
floor,7,hr
st,7,hr
kitchener,7,hr
unit,7,hr
parking,7,hr
work,7,hr
tax,7,hr
design,7,hr
requirement,7,hr
required,7,hr
fire,7,hr
national,7,hr
trust,7,hr
generally,6,hr
success,6,hr
creative,6,hr
local,6,hr
demolition,6,hr
advantage,6,hr
reason,6,hr
difficult,6,hr
need,6,hr
type,6,hr
public,6,hr
look,6,hr
information,6,hr
example,6,hr
square,6,hr
foot,6,hr
private,6,hr
survey,6,hr
benefit,6,hr
told,6,hr
conventional,6,hr
would,6,hr
part,6,hr
skill,6,hr
industry,6,hr
process,6,hr
aesthetic,5,hr
economic,5,hr
high,5,hr
therefore,5,hr
historical,5,hr
financing,5,hr
could,5,hr
planning,5,hr
total,5,hr
working,5,hr
unique,5,hr
interview,5,hr
size,5,hr
provided,5,hr
per,5,hr
involved,5,hr
four,5,hr
u,5,hr
usually,5,hr
another,5,hr
vision,5,hr
might,5,hr
space,5,hr
interviewed,5,hr
catharines,5,hr
major,5,hr
neighbourhood,5,hr
