word/phrase,value,class
landscape,181,hr
site,104,hr
heritage,83,hr
archaeological,76,hr
visual,72,hr
space,62,hr
cultural,61,hr
use,38,hr
place,33,hr
urban,30,hr
subject,28,hr
university,27,hr
term,27,hr
available,27,hr
spatial,27,hr
cambridge,26,hr
natural,26,hr
setting,25,hr
library,25,hr
bergama,24,hr
downloaded,24,hr
httpswwwcambridgeorgcore,24,hr
bristol,24,hr
dec,24,hr
core,24,hr
httpswwwcambridgeorgcoreterms,24,hr
pergamon,24,hr
conservation,23,hr
could,23,hr
sense,22,hr
ancient,21,hr
visitor,21,hr
value,20,hr
quality,20,hr
past,18,hr
town,18,hr
form,18,hr
remains,17,hr
element,17,hr
area,17,hr
approach,16,hr
planning,16,hr
resource,16,hr
feature,15,hr
one,15,hr
region,15,hr
city,15,hr
land,15,hr
complex,14,hr
character,13,hr
new,13,hr
physical,13,hr
visible,13,hr
acropolis,13,hr
including,12,hr
today,12,hr
wider,12,hr
view,12,hr
monument,12,hr
human,12,hr
nature,12,hr
development,12,hr
located,12,hr
environment,12,hr
historical,12,hr
time,11,hr
culture,11,hr
context,11,hr
within,11,hr
temple,11,hr
red,11,hr
water,11,hr
well,10,hr
make,10,hr
modern,10,hr
tourism,10,hr
information,10,hr
structure,10,hr
perceived,10,hr
concept,10,hr
figure,10,hr
hall,10,hr
allianoi,10,hr
edited,10,hr
management,9,hr
topographical,9,hr
artifact,9,hr
presentation,9,hr
building,9,hr
people,9,hr
part,9,hr
aspect,9,hr
integrated,9,hr
garden,9,hr
old,9,hr
also,9,hr
different,9,hr
district,9,hr
asklepion,9,hr
thermal,9,hr
street,9,hr
would,9,hr
london,9,hr
integrity,8,hr
change,8,hr
component,8,hr
three-dimensional,8,hr
turkey,8,hr
study,8,hr
process,8,hr
important,8,hr
historic,8,hr
settlement,8,hr
identity,8,hr
boundary,8,hr
material,8,hr
refers,8,hr
present,8,hr
jakle,8,hr
point,8,hr
local,8,hr
create,8,hr
perception,8,hr
spring,8,hr
roman,8,hr
center,8,hr
fry,8,hr
press,8,hr
international,7,hr
journal,7,hr
western,7,hr
mediterranean,7,hr
changing,7,hr
connected,7,hr
particular,7,hr
rural,7,hr
relationship,7,hr
depth,7,hr
significance,7,hr
viewer,7,hr
architectonic,7,hr
aegean,7,hr
two,7,hr
help,7,hr
public,7,hr
object,7,hr
additionally,7,hr
aesthetic,7,hr
strong,7,hr
visibility,7,hr
path,7,hr
architectural,6,hr
still,6,hr
considering,6,hr
scenery,6,hr
case,6,hr
sustainable,6,hr
along,6,hr
year,6,hr
archaeology,6,hr
identified,6,hr
however,6,hr
agricultural,6,hr
tourist,6,hr
lie,6,hr
interface,6,hr
used,6,hr
creates,6,hr
every,6,hr
minor,6,hr
mountain,6,hr
sacred,6,hr
higuchi,6,hr
sequence,6,hr
interior,6,hr
image,6,hr
exterior,6,hr
period,6,hr
heritagescape,6,hr
unique,5,hr
many,5,hr
pressure,5,hr
activity,5,hr
rich,5,hr
century,5,hr
built,5,hr
although,5,hr
park,5,hr
eye,5,hr
academic,5,hr
research,5,hr
contemporary,5,hr
way,5,hr
perceive,5,hr
experience,5,hr
importance,5,hr
visitation,5,hr
route,5,hr
contribute,5,hr
preservation,5,hr
level,5,hr
forest,5,hr
shape,5,hr
entrance,5,hr
healing,5,hr
asia,5,hr
theater,5,hr
ottoman,5,hr
theory,5,hr
routledge,5,hr
property,4,hr
ecology,4,hr
vivid,4,hr
tripartite,4,hr
conceptualization,4,hr
thousand,4,hr
design,4,hr
zone,4,hr
various,4,hr
famous,4,hr
mostly,4,hr
displayed,4,hr
preserved,4,hr
scale,4,hr
whole,4,hr
fragmentation,4,hr
essential,4,hr
conserved,4,hr
field,4,hr
social,4,hr
effect,4,hr
feeling,4,hr
see,4,hr
three,4,hr
characteristic,4,hr
hand,4,hr
providing,4,hr
possible,4,hr
potential,4,hr
tangible,4,hr
world,4,hr
lynch,4,hr
current,4,hr
recreation,4,hr
interest,4,hr
protection,4,hr
constant,4,hr
another,4,hr
vegetation,4,hr
hellenistic,4,hr
background,4,hr
so-called,4,hr
wall,4,hr
interaction,4,hr
constitute,4,hr
tree,4,hr
parking,4,hr
lot,4,hr
panoramic,4,hr
continuity,4,hr
km,4,hr
location,4,hr
pine,4,hr
dam,4,hr
bath,4,hr
trajan,4,hr
partly,4,hr
house,4,hr
larger,4,hr
enclosed,4,hr
reconstructed,4,hr
history,4,hr
interpretation,4,hr
life,4,hr
distinct,4,hr
parrish,4,hr
urbanism,4,hr
palang,4,hr
towards,4,hr
massachusetts,4,hr
york,4,hr
society,3,hr
composed,3,hr
visually,3,hr
spatially,3,hr
interrelated,3,hr
caused,3,hr
developmental,3,hr
strategy,3,hr
focused,3,hr
authentic,3,hr
legible,3,hr
yet,3,hr
coastal,3,hr
developing,3,hr
restored,3,hr
nevertheless,3,hr
attention,3,hr
dependence,3,hr
anagnostopoulos,3,hr
work,3,hr
functional,3,hr
structural,3,hr
variety,3,hr
take,3,hr
useful,3,hr
formation,3,hr
pattern,3,hr
system,3,hr
sociocultural,3,hr
complexity,3,hr
appears,3,hr
protected,3,hr
lead,3,hr
function,3,hr
emphasize,3,hr
among,3,hr
therefore,3,hr
coherent,3,hr
understand,3,hr
established,3,hr
affect,3,hr
picturesque,3,hr
factor,3,hr
constructed,3,hr
museum,3,hr
making,3,hr
without,3,hr
interplay,3,hr
integration,3,hr
comprehend,3,hr
authority,3,hr
framework,3,hr
first,3,hr
second,3,hr
fact,3,hr
meaning,3,hr
viewpoint,3,hr
writes,3,hr
lambrick,3,hr
apart,3,hr
access,3,hr
created,3,hr
offer,3,hr
increase,3,hr
significant,3,hr
grasp,3,hr
clear,3,hr
provide,3,hr
found,3,hr
economic,3,hr
symbolic,3,hr
rock,3,hr
contact,3,hr
hardly,3,hr
perspective,3,hr
viewed,3,hr
generates,3,hr
throughout,3,hr
room,3,hr
unit,3,hr
visit,3,hr
barrier,3,hr
even,3,hr
connection,3,hr
panorama,3,hr
tuan,3,hr
amenity,3,hr
begin,3,hr
landmark,3,hr
long,3,hr
north,3,hr
plain,3,hr
surrounded,3,hr
high,3,hr
northeast,3,hr
around,3,hr
lower,3,hr
congested,3,hr
spa,3,hr
yortanlı,3,hr
nut,3,hr
hadrian,3,hr
ad,3,hr
impression,3,hr
demolished,3,hr
bus,3,hr
open,3,hr
alternative,3,hr
great,3,hr
ongoing,3,hr
stream,3,hr
jameson,3,hr
role,3,hr
locating,3,hr
green,3,hr
schmidt,3,hr
archäologische,3,hr
denkmäler,3,hr
deutschland,3,hr
terkenli,3,hr
looking,3,hr
und,3,hr
hannes,3,hr
gray,3,hr
dordrecht,3,hr
kluwer,3,hr
publisher,3,hr
oxford,3,hr
peter,3,hr
tool,2,hr
landforms,2,hr
framing,2,hr
le,2,hr
set,2,hr
backdrop,2,hr
explores,2,hr
using,2,hr
propose,2,hr
embedded,2,hr
scattered,2,hr
countryside,2,hr
difficult,2,hr
lake,2,hr
plant,2,hr
institutional,2,hr
ecological,2,hr
authenticity,2,hr
state,2,hr
architecture,2,hr
live,2,hr
recreational,2,hr
include,2,hr
tradition,2,hr
urbanization,2,hr
site-specific,2,hr
manner,2,hr
turn,2,hr
produce,2,hr
loss,2,hr
immaterial,2,hr
force,2,hr
planner,2,hr
designer,2,hr
manager,2,hr
evolving,2,hr
scientific,2,hr
preserving,2,hr
considered,2,hr
horizon,2,hr
define,2,hr
contains,2,hr
posse,2,hr
extremely,2,hr
attribute,2,hr
plan,2,hr
dynamic,2,hr
defining,2,hr
focusing,2,hr
objective,2,hr
recognized,2,hr
theoretical,2,hr
spectrum,2,hr
remained,2,hr
critical,2,hr
problem,2,hr
homogeneity,2,hr
evokes,2,hr
creating,2,hr
engender,2,hr
threedimensional,2,hr
main,2,hr
better,2,hr
orientation,2,hr
respect,2,hr
compromise,2,hr
interrelation,2,hr
linked,2,hr
provides,2,hr
highly,2,hr
evolutionary,2,hr
being,2,hr
continue,2,hr
extent,2,hr
purpose,2,hr
related,2,hr
appearance,2,hr
didactic,2,hr
dominate,2,hr
ancillary,2,hr
ensemble,2,hr
necessary,2,hr
scenic,2,hr
improve,2,hr
intervention,2,hr
diversity,2,hr
mode,2,hr
mobility,2,hr
achieve,2,hr
range,2,hr
historically,2,hr
intangible,2,hr
modified,2,hr
action,2,hr
appreciated,2,hr
evolution,2,hr
surface,2,hr
made,2,hr
reshaped,2,hr
earlier,2,hr
community,2,hr
occupied,2,hr
existence,2,hr
quarry,2,hr
river,2,hr
indicator,2,hr
creation,2,hr
