word/phrase,value,class
copyright,349,ip
right,347,ip
access,201,ip
work,117,ip
law,89,ip
protection,85,ip
digital,79,ip
pp,73,ip
exception,73,ip
directive,71,ip
owner,69,ip
journal,63,ip
user,63,ip
property,52,ip
reproduction,50,ip
freedom,49,ip
intellectual,48,ip
exclusive,45,ip
however,43,ip
public,43,ip
author,40,ip
expression,39,ip
see,38,ip
information,37,ip
council,36,ip
state,35,ip
culture,34,ip
european,33,ip
international,33,ip
therefore,33,ip
also,32,ip
control,31,ip
use,31,ip
limit,31,ip
protected,31,ip
world,30,ip
act,30,ip
ofﬁcial,30,ip
human,29,ip
favale,28,ip
fundamental,27,ip
marcella,26,ip
new,26,ip
rightholders,26,ip
case,26,ip
vol,25,ip
legal,25,ip
ccid,25,ip
blackwell,25,ip
publishing,25,ip
ltd,25,ip
example,25,ip
communication,25,ip
measure,24,ip
treaty,23,ip
circulation,23,ip
dusollier,23,ip
may,23,ip
provide,23,ip
legislation,22,ip
within,21,ip
available,21,ip
interpretation,21,ip
moral,21,ip
provision,20,ip
droit,20,ip
without,19,ip
database,19,ip
strowel,19,ip
service,19,ip
copy,19,ip
economic,19,ip
interest,19,ip
et,19,ip
convention,18,ip
november,18,ip
june,18,ip
technological,17,ip
environment,17,ip
seems,17,ip
provided,17,ip
temporary,17,ip
review,17,ip
reference,16,ip
shall,16,ip
infringement,16,ip
mean,16,ip
hugenholtz,16,ip
ed,16,ip
moreover,15,ip
internet,15,ip
according,14,ip
privilege,14,ip
one,14,ip
member,14,ip
list,14,ip
court,14,ip
principle,13,ip
part,13,ip
ﬁrst,13,ip
material,13,ip
technology,13,ip
rationale,13,ip
although,12,ip
different,12,ip
based,12,ip
others,12,ip
beyond,11,ip
form,11,ip
effective,11,ip
protect,11,ip
would,11,ip
commentator,11,ip
idea,11,ip
de,10,ip
action,10,ip
software,10,ip
seem,10,ip
ginsburg,10,ip
including,10,ip
way,10,ip
national,10,ip
fair,10,ip
limitation,10,ip
made,10,ip
computer,10,ip
content,10,ip
fact,10,ip
memory,10,ip
tulkens,10,ip
dauteur,10,ip
literature,9,ip
related,9,ip
party,9,ip
berne,9,ip
koelman,9,ip
subject,9,ip
data,9,ip
could,9,ip
argument,9,ip
force,9,ip
cannot,9,ip
lawful,9,ip
rather,9,ip
westkamp,9,ip
reputation,9,ip
generally,9,ip
accessed,9,ip
university,8,ip
hand,8,ip
express,8,ip
balance,8,ip
goal,8,ip
era,8,ip
system,8,ip
argue,8,ip
make,8,ip
implemented,8,ip
boundary,8,ip
explicit,8,ip
prerogative,8,ip
provides,8,ip
scope,8,ip
speciﬁc,8,ip
interpreted,8,ip
personal,8,ip
whereas,8,ip
necessary,8,ip
included,8,ip
even,8,ip
making,8,ip
question,8,ip
torremans,8,ip
nature,8,ip
le,8,ip
scientiﬁc,8,ip
patrimonial,8,ip
artistic,8,ip
either,7,ip
give,7,ip
need,7,ip
granted,7,ip
order,7,ip
device,7,ip
conditional,7,ip
regulation,7,ip
allowance,7,ip
remedy,7,ip
circumvention,7,ip
exercise,7,ip
sum,7,ip
creation,7,ip
country,7,ip
wording,7,ip
second,7,ip
practice,7,ip
protects,7,ip
good,7,ip
conclusion,7,ip
broad,7,ip
cultural,7,ip
certain,7,ip
freely,7,ip
liberty,7,ip
everyone,7,ip
literary,7,ip
lucas,7,ip
belgium,7,ip
paris,7,ip
du,7,ip
oxford,7,ip
rightholder,6,ip
implementation,6,ip
suggest,6,ip
recognized,6,ip
knowledge,6,ip
issue,6,ip
entitlement,6,ip
matter,6,ip
additional,6,ip
authorization,6,ip
respect,6,ip
used,6,ip
explicitly,6,ip
since,6,ip
furthermore,6,ip
considered,6,ip
congress,6,ip
position,6,ip
society,6,ip
commission,6,ip
time,6,ip
problem,6,ip
process,6,ip
current,6,ip
every,6,ip
speech,6,ip
free,6,ip
implies,6,ip
infringing,6,ip
signiﬁcance,6,ip
argued,6,ip
refers,6,ip
heide,6,ip
opinion,6,ip
constitution,6,ip
include,6,ip
room,6,ip
protocol,6,ip
reward,6,ip
france,6,ip
evora,6,ip
dexpression,6,ip
cyberspace,6,ip
press,6,ip
existence,5,ip
side,5,ip
facto,5,ip
management,5,ip
access-controlling,5,ip
enforce,5,ip
traditional,5,ip
grounded,5,ip
debate,5,ip
performance,5,ip
phonogram,5,ip
permitted,5,ip
suggests,5,ip
set,5,ip
eg,5,ip
producer,5,ip
tool,5,ip
extent,5,ip
refer,5,ip
includes,5,ip
enforcement,5,ip
short,5,ip
number,5,ip
person,5,ip
created,5,ip
united,5,ip
general,5,ip
address,5,ip
might,5,ip
intended,5,ip
code,5,ip
favour,5,ip
normal,5,ip
indirectly,5,ip
protecting,5,ip
permanent,5,ip
outside,5,ip
already,5,ip
comparison,5,ip
take,5,ip
separate,5,ip
independent,5,ip
called,5,ip
product,5,ip
construct,5,ip
requirement,5,ip
copying,5,ip
diffusion,5,ip
smith,5,ip
art,5,ip
covenant,5,ip
social,5,ip
decision,5,ip
entertainment,5,ip
term,5,ip
music,5,ip
dior,5,ip
october,5,ip
conference,5,ip
amsterdam,5,ip
libert´e,5,ip
larcier,5,ip
bruylant,5,ip
bruxelles,5,ip
`a,5,ip
york,5,ip
kluwer,5,ip
hague,5,ip
whether,4,ip
impacting,4,ip
possibility,4,ip
controlling,4,ip
universal,4,ip
charter,4,ip
unauthorized,4,ip
raised,4,ip
advent,4,ip
incentive,4,ip
sometimes,4,ip
truth,4,ip
distinction,4,ip
beneﬁciaries,4,ip
represents,4,ip
analysis,4,ip
impact,4,ip
help,4,ip
identiﬁed,4,ip
source,4,ip
level,4,ip
restrict,4,ip
applicable,4,ip
helberger,4,ip
technical,4,ip
comply,4,ip
agreement,4,ip
among,4,ip
speciﬁed,4,ip
prevent,4,ip
applied,4,ip
abuse,4,ip
implementing,4,ip
many,4,ip
privacy,4,ip
still,4,ip
american,4,ip
well,4,ip
irrespective,4,ip
two,4,ip
research,4,ip
legislator,4,ip
purpose,4,ip
particular,4,ip
enjoy,4,ip
restriction,4,ip
broadcasting,4,ip
meaning,4,ip
basis,4,ip
though,4,ip
point,4,ip
view,4,ip
beneﬁt,4,ip
indirect,4,ip
stored,4,ip
prohibit,4,ip
correct,4,ip
application,4,ip
ﬁeld,4,ip
important,4,ip
parody,4,ip
community,4,ip
disclosure,4,ip
necessarily,4,ip
mostly,4,ip
common,4,ip
text,4,ip
caching,4,ip
value,4,ip
doctrine,4,ip
following,4,ip
sense,4,ip
adaptation,4,ip
exemption,4,ip
limited,4,ip
often,4,ip
first,4,ip
existing,4,ip
normative,4,ip
beneﬁts,4,ip
receive,4,ip
especially,4,ip
integrity,4,ip
personality,4,ip
conversely,4,ip
formulation,4,ip
support,4,ip
show,4,ip
geiger,4,ip
dubuisson,4,ip
civil,4,ip
frank,4,ip
hoeren,4,ip
content-neutral,4,ip
scrutiny,4,ip
note,4,ip
march,4,ip
february,4,ip
litman,4,ip
campbell,4,ip
german,4,ip
hoge,4,ip
raad,4,ip
future,4,ip
linformation,4,ip
study,4,ip
union,3,ip
ﬁnds,3,ip
holder,3,ip
legislative,3,ip
mind,3,ip
ultimate,3,ip
distribution,3,ip
book,3,ip
avoid,3,ip
designed,3,ip
thanks,3,ip
guaranteed,3,ip
around,3,ip
guibault,3,ip
threat,3,ip
focus,3,ip
jurisdiction,3,ip
examine,3,ip
regarding,3,ip
disposition,3,ip
discussed,3,ip
mainly,3,ip
constitutional,3,ip
path,3,ip
adequate,3,ip
authorized,3,ip
concerned,3,ip
ayers,3,ip
arguably,3,ip
lock,3,ip
deﬁned,3,ip
allowed,3,ip
legitimate,3,ip
specify,3,ip
neither,3,ip
performer,3,ip
found,3,ip
aspect,3,ip
ensure,3,ip
expeditious,3,ip
manner,3,ip
trade,3,ip
provider,3,ip
require,3,ip
parliament,3,ip
defence,3,ip
add,3,ip
discourse,3,ip
millennium,3,ip
transposed,3,ip
useful,3,ip
somewhat,3,ip
go,3,ip
ex,3,ip
clause,3,ip
embodied,3,ip
library,3,ip
archive,3,ip
security,3,ip
self-enforce,3,ip
regulated,3,ip
special,3,ip
contrast,3,ip
television,3,ip
access-control,3,ip
memorandum,3,ip
proposal,3,ip
regulate,3,ip
europe,3,ip
authorise,3,ip
direct,3,ip
place,3,ip
chosen,3,ip
create,3,ip
original,3,ip
namely,3,ip
deﬁnition,3,ip
subject-matter,3,ip
previous,3,ip
version,3,ip
result,3,ip
appropriate,3,ip
reason,3,ip
selection,3,ip
private,3,ip
news,3,ip
apply,3,ip
bound,3,ip
unbalanced,3,ip
justiﬁcations,3,ip
directly,3,ip
network,3,ip
cache,3,ip
agreed,3,ip
electronic,3,ip
medium,3,ip
transient,3,ip
compulsory,3,ip
enable,3,ip
transmission,3,ip
third,3,ip
consent,3,ip
industrial,3,ip
ﬁxation,3,ip
norm,3,ip
wittem,3,ip
group,3,ip
prejudice,3,ip
duty,3,ip
addressed,3,ip
put,3,ip
commercial,3,ip
