word/phrase,value,class
treasure,hr,22
berlin,hr,158
state,hr,76
museum,hr,112
allied,hr,16
capture,hr,3
remark,hr,1
question,hr,3
following,hr,4
disclosure,hr,1
archive,hr,27
former,hr,13
soviet,hr,19
union,hr,5
detailing,hr,1
art,hr,101
work,hr,30
taken,hr,13
germany,hr,43
end,hr,16
world,hr,30
war,hr,61
possible,hr,9
reconstruct,hr,2
accurately,hr,2
history,hr,5
object,hr,50
removed,hr,11
never,hr,9
returned,hr,14
inconsistency,hr,3
documentary,hr,1
evidence,hr,3
concerning,hr,7
location,hr,6
sent,hr,7
west,hr,7
repository,hr,29
particularly,hr,2
last,hr,5
month,hr,6
number,hr,28
indicate,hr,3
united,hr,14
may,hr,20
involved,hr,2
unofficial,hr,1
policy,hr,7
claiming,hr,1
booty,hr,4
conquered,hr,1
german,hr,59
attempt,hr,2
detail,hr,5
comparing,hr,3
known,hr,6
inventory,hr,28
movement,hr,3
used,hr,7
today,hr,9
order,hr,9
missing,hr,28
past,hr,1
september,hr,2
book,hr,8
beautiful,hr,3
loot,hr,4
konstantin,hr,3
akinsha,hr,13
grigorii,hr,1
kozlov,hr,14
gave,hr,8
u,hr,3
substantial,hr,1
information,hr,12
plan,hr,10
operation,hr,11
trophy,hr,6
commission,hr,10
occupation,hr,8
zone,hr,6
since,hr,8
author,hr,11
hinted,hr,1
whereabouts,hr,5
large,hr,11
portion,hr,1
cultural,hr,23
heritage,hr,6
particular,hr,4
reported,hr,1
collection,hr,52
found,hr,17
pertinent,hr,1
document,hr,36
russian,hr,18
serve,hr,1
important,hr,10
aid,hr,1
task,hr,2
completing,hr,1
make,hr,7
official,hr,14
determine,hr,4
destroyed,hr,10
identify,hr,2
although,hr,1
access,hr,2
remains,hr,2
limited,hr,1
first,hr,16
time,hr,24
many,hr,14
holding,hr,15
different,hr,8
shipped,hr,14
primarily,hr,3
much,hr,2
material,hr,21
seized,hr,3
east,hr,9
curator,hr,5
fur,hr,4
vor-,hr,3
und,hr,13
friihgeschichte,hr,4
pre-,hr,2
early,hr,14
wish,hr,2
thank,hr,1
judith,hr,1
owgang,hr,1
assistance,hr,1
translating,hr,1
text,hr,2
international,hr,5
journal,hr,1
property,hr,27
vol,hr,4
pp,hr,1
society,hr,5
downloaded,hr,34
university,hr,37
bristol,hr,34
library,hr,54
dec,hr,34
subject,hr,37
cambridge,hr,34
core,hr,34
term,hr,35
use,hr,36
available,hr,40
democratic,hr,1
republic,hr,1
called,hr,2
later,hr,12
referred,hr,2
valuable,hr,11
temporarily,hr,1
kept,hr,4
comparison,hr,1
two,hr,12
complete,hr,19
shipping,hr,1
list,hr,75
showing,hr,3
item,hr,11
part,hr,35
previously,hr,5
allows,hr,1
definitive,hr,1
determination,hr,1
still,hr,9
therefore,hr,7
deduced,hr,1
remain,hr,3
discovered,hr,3
brought,hr,12
however,hr,17
obviously,hr,1
fall,hr,1
hand,hr,8
chapter,hr,1
titled,hr,1
thuringia,hr,2
impressionist,hr,1
masterpiece,hr,1
cellar,hr,1
give,hr,7
significant,hr,2
happened,hr,3
march,hr,18
day,hr,10
fiihrers,hr,1
send,hr,1
owned,hr,6
prussia,hr,1
westward,hr,1
also,hr,24
tell,hr,1
army,hr,16
potassium,hr,4
mine,hr,36
hattorf,hr,4
april,hr,38
thereafter,hr,2
destiny,hr,1
area,hr,17
ally,hr,10
agreed,hr,1
yalta,hr,2
conference,hr,6
february,hr,2
would,hr,17
region,hr,1
held,hr,10
june,hr,9
july,hr,16
withdrawal,hr,1
american,hr,47
troop,hr,2
western,hr,5
special,hr,10
led,hr,1
col,hr,3
andrei,hr,3
belokopitov,hr,14
head,hr,3
brigade,hr,4
came,hr,12
merkers,hr,52
colonel,hr,6
men,hr,1
researched,hr,1
intensively,hr,1
subsequent,hr,1
stored,hr,12
interrogated,hr,5
numerous,hr,2
individual,hr,2
learn,hr,1
hidden,hr,1
toward,hr,2
general,hr,12
director,hr,16
professor,hr,22
dr,hr,10
otto,hr,5
kummel,hr,9
british,hr,13
control,hr,13
thus,hr,3
paul,hr,4
ortwin,hr,3
rave,hr,66
likely,hr,1
copy,hr,9
report,hr,33
written,hr,4
questioned,hr,2
role,hr,1
officer,hr,11
charge,hr,8
evacuation,hr,14
lincoln,hr,1
kirstein,hr,1
capt,hr,7
robert,hr,4
posey,hr,1
fell,hr,2
within,hr,2
responsibility,hr,3
surely,hr,5
obtained,hr,1
learned,hr,6
raf,hr,11
serious,hr,1
discrepancy,hr,8
became,hr,5
convinced,hr,3
unknown,hr,10
second,hr,8
undiscovered,hr,1
wanted,hr,1
find,hr,6
mean,hr,4
necessary,hr,3
believed,hr,4
yet,hr,7
unable,hr,1
believe,hr,1
lost,hr,5
bernterode,hr,4
harz,hr,1
mountain,hr,1
another,hr,11
prussian,hr,12
castle,hr,8
garden,hr,3
administration,hr,5
including,hr,10
coffin,hr,2
king,hr,2
friedrich,hr,7
wilhelm,hr,1
great,hr,4
crown,hr,2
jewel,hr,2
entire,hr,5
ammunition,hr,1
depot,hr,1
moment,hr,2
emergency,hr,1
measure,hr,3
several,hr,5
hour,hr,1
arrival,hr,1
red,hr,4
blown,hr,1
chance,hr,1
deliberately,hr,1
deeply,hr,1
concerned,hr,1
loss,hr,10
unaware,hr,2
monument,hr,7
