word/phrase,value,class
patent,161,ip
vietnam,115,ip
drug,110,ip
medicine,80,ip
law,72,ip
access,58,ip
agreement,58,ip
country,57,ip
use,56,ip
import,56,ip
journal,53,ip
pharmaceutical,51,ip
right,51,ip
property,44,ip
product,44,ip
world,42,ip
intellectual,39,ip
kuanpoth,39,ip
compulsory,39,ip
price,38,ip
yes,38,ip
may,36,ip
holder,36,ip
licence,34,ip
generic,33,ip
treatment,31,ip
company,31,ip
antiretroviral,30,ip
international,30,ip
vietnamese,29,ip
new,29,ip
protection,29,ip
health,27,ip
accession,26,ip
ltd,26,ip
jakkrit,25,ip
author,25,ip
market,25,ip
provision,25,ip
vol,24,ip
no,24,ip
compilation,24,ip
blackwell,24,ip
publishing,24,ip
patented,24,ip
trade,23,ip
data,22,ip
however,20,ip
parallel,20,ip
organization,19,ip
need,19,ip
public,19,ip
invention,19,ip
people,18,ip
supply,18,ip
national,18,ip
must,18,ip
available,18,ip
process,18,ip
claim,18,ip
including,17,ip
practice,17,ip
imported,17,ip
also,17,ip
licensing,17,ip
regulation,16,ip
known,16,ip
therapy,15,ip
registration,15,ip
provide,14,ip
current,14,ip
case,14,ip
medical,14,ip
would,14,ip
eg,14,ip
requires,13,ip
option,13,ip
production,13,ip
importation,13,ip
one,13,ip
state,13,ip
registered,13,ip
application,13,ip
composition,13,ip
legal,12,ip
obligation,12,ip
time,12,ip
local,12,ip
duong,12,ip
affordable,11,ip
provides,11,ip
government,11,ip
person,11,ip
member,11,ip
without,11,ip
problem,11,ip
order,11,ip
condition,11,ip
principle,11,ip
foreign,11,ip
infringement,11,ip
industrial,11,ip
sold,11,ip
general,10,ip
many,10,ip
situation,10,ip
make,10,ip
year,10,ip
authority,10,ip
system,10,ip
united,10,ip
development,10,ip
used,10,ip
could,10,ip
subject,10,ip
correa,10,ip
relating,10,ip
legislation,10,ip
living,9,ip
term,9,ip
able,9,ip
developing,9,ip
among,9,ip
appropriate,9,ip
standard,9,ip
aim,9,ip
lamivudine,9,ip
produced,9,ip
originator,9,ip
manufacturing,9,ip
granted,9,ip
interest,9,ip
exhaustion,9,ip
negotiation,9,ip
important,9,ip
personal,9,ip
whether,8,ip
improve,8,ip
implementation,8,ip
individual,8,ip
providing,8,ip
availability,8,ip
fact,8,ip
best,8,ip
competition,8,ip
ingredient,8,ip
importing,8,ip
indication,8,ip
didanosine,8,ip
facilitate,8,ip
method,8,ip
party,8,ip
ﬁrst,8,ip
commercial,8,ip
issue,8,ip
consent,8,ip
act,8,ip
decision,8,ip
regulatory,8,ip
cost,7,ip
two,7,ip
triple,7,ip
limited,7,ip
india,7,ip
version,7,ip
regimen,7,ip
apply,7,ip
possibility,7,ip
export,7,ip
private,7,ip
protect,7,ip
article,7,ip
exception,7,ip
existing,7,ip
patentability,7,ip
defence,7,ip
marketing,7,ip
distributor,7,ip
source,7,ip
exclusivity,7,ip
increase,6,ip
human,6,ip
increasing,6,ip
regard,6,ip
hanoi,6,ip
per,6,ip
higher,6,ip
free,6,ip
way,6,ip
ensure,6,ip
high,6,ip
addition,6,ip
manufacturer,6,ip
currently,6,ip
locally,6,ip
second-line,6,ip
ﬁrst-line,6,ip
agency,6,ip
appendix,6,ip
prescription,6,ip
required,6,ip
sector,6,ip
patient,6,ip
therefore,6,ip
active,6,ip
selling,6,ip
several,6,ip
issued,6,ip
line,6,ip
doha,6,ip
etc,6,ip
solution,6,ip
considered,6,ip
patentable,6,ip
satisfy,6,ip
compound,6,ip
second,6,ip
essential,6,ip
licensee,6,ip
authorization,6,ip
enterprise,6,ip
sale,6,ip
council,6,ip
test,6,ip
pp,5,ip
environment,5,ip
disease,5,ip
number,5,ip
ministry,5,ip
report,5,ip
user,5,ip
recent,5,ip
area,5,ip
economic,5,ip
pressure,5,ip
provided,5,ip
within,5,ip
much,5,ip
combination,5,ip
even,5,ip
material,5,ip
require,5,ip
include,5,ip
lower,5,ip
offer,5,ip
mean,5,ip
obviously,5,ip
reason,5,ip
status,5,ip
three,5,ip
urgent,5,ip
protected,5,ip
developed,5,ip
ie,5,ip
inventive,5,ip
related,5,ip
measure,5,ip
declaration,5,ip
business,5,ip
requirement,5,ip
mechanism,5,ip
december,5,ip
following,5,ip
month,5,ip
novelty,5,ip
restriction,5,ip
us,5,ip
effort,5,ip
licensed,5,ip
quality,5,ip
purpose,5,ip
submitted,5,ip
approval,5,ip
prolong,4,ip
immunodeﬁciency,4,ip
recommendation,4,ip
single,4,ip
challenge,4,ip
reported,4,ip
epidemic,4,ip
family,4,ip
society,4,ip
social,4,ip
healthcare,4,ip
research,4,ip
dual,4,ip
signiﬁcant,4,ip
example,4,ip
strategy,4,ip
entry,4,ip
antiretrovirals,4,ip
indinavir,4,ip
either,4,ip
recommended,4,ip
nevirapine,4,ip
stavudine,4,ip
donor,4,ip
fund,4,ip
consider,4,ip
mg,4,ip
considerably,4,ip
see,4,ip
part,4,ip
thus,4,ip
put,4,ip
relatively,4,ip
another,4,ip
well,4,ip
ﬁnancial,4,ip
due,4,ip
clear,4,ip
comprehensive,4,ip
certain,4,ip
found,4,ip
entity,4,ip
anyone,4,ip
obtained,4,ip
comprising,4,ip
contains,4,ip
action,4,ip
cannot,4,ip
preparation,4,ip
agent,4,ip
exclusive,4,ip
enforcement,4,ip
animal,4,ip
prior,4,ip
july,4,ip
decree,4,ip
secret,4,ip
revised,4,ip
chapter,4,ip
matter,4,ip
convention,4,ip
create,4,ip
working,4,ip
similar,4,ip
implement,4,ip
step,4,ip
described,4,ip
called,4,ip
substance,4,ip
dzung,4,ip
although,4,ip
permitted,4,ip
medicinal,4,ip
criterion,4,ip
unnecessarily,4,ip
lack,4,ip
adopted,4,ip
third,4,ip
legally,4,ip
circumstance,4,ip
prevention,4,ip
domestic,4,ip
voluntary,4,ip
obtain,4,ip
emergency,4,ip
relevant,4,ip
capacity,4,ip
non-commercial,4,ip
note,4,ip
geneva,4,ip
life,3,ip
structure,3,ip
allow,3,ip
andor,3,ip
review,3,ip
study,3,ip
yet,3,ip
prevalence,3,ip
infected,3,ip
effective,3,ip
expensive,3,ip
mono-,3,ip
nation,3,ip
programme,3,ip
brazil,3,ip
longer,3,ip
reduced,3,ip
bilateral,3,ip
affordability,3,ip
lamivudine+zidovudine,3,ip
raw,3,ip
producer,3,ip
guideline,3,ip
ﬁve,3,ip
efavirenz,3,ip
prequaliﬁed,3,ip
advisable,3,ip
using,3,ip
generally,3,ip
still,3,ip
signiﬁcantly,3,ip
least,3,ip
small,3,ip
percentage,3,ip
fee,3,ip
probably,3,ip
implication,3,ip
basis,3,ip
factor,3,ip
result,3,ip
considerable,3,ip
furthermore,3,ip
information,3,ip
regarded,3,ip
european,3,ip
containing,3,ip
art,3,ip
previously,3,ip
formulation,3,ip
aspect,3,ip
rule,3,ip
technology,3,ip
stipulated,3,ip
adoption,3,ip
objective,3,ip
bolar,3,ip
making,3,ip
civil,3,ip
code,3,ip
force,3,ip
circular,3,ip
name,3,ip
unfair,3,ip
utility,3,ip
paris,3,ip
monopoly,3,ip
cooperation,3,ip
compliance,3,ip
bank,3,ip
signed,3,ip
level,3,ip
trademark,3,ip
copyright,3,ip
patenting,3,ip
stipulates,3,ip
applicability,3,ip
granting,3,ip
plant,3,ip
meet,3,ip
treat,3,ip
already,3,ip
alternative,3,ip
mentioned,3,ip
according,3,ip
