word/phrase,value,class
international,3.571304635851095e-05
journal,2.7130333616289833e-05
cultural,0.0006670194248931143
property,0.00010375728240506899
printed,6.740246517341859e-05
copyright,4.19360940782862e-05
society,7.376139489910806e-05
diplomat,0.0008057232237768165
banana,0.0023687528912611643
cowboy,0.0015129911692507922
archaeologist,0.0038538560404640793
western,0.00013185890978222164
honduras,0.017262577567278347
history,0.00046262182362174294
trade,0.0001980906358547904
material,0.0007046227944049594
christina,0.00018069711242534373
luke*,0.000307764255489941
abstract,4.888552159680284e-05
paper,0.0003052968540714075
explores,0.00030306145044280386
access,0.00015999080955782783
honduran,0.016311505540966872
past,0.0005562549938079342
focus,0.00022602147751134727
northwestern,0.00019002023099918392
particularly,0.0004829408942296248
ulua,0.017234798307436697
valley,0.006790482084215481
foundation,0.00011675753909308355
national,0.00012678152378325713
patrimony,0.000997962519187939
legislation,0.0005290845108007458
practice,4.855665363908581e-05
collecting,0.0036502022470890115
antiquity,0.0035883695283964825
used,1.488272344308782e-05
explore,0.00027147784007321114
whether,4.3216959211498385e-05
disassociation,0.0002368752891261164
archaeological,0.0036493235739188047
community,0.00018007499275378812
sphere,0.0007737667560370331
last,0.0003326653775032589
several,4.276984558432767e-05
decade,0.0002955357609100838
better,0.00014886704394224742
protected,2.793652005411012e-05
record,0.0003407832043655173
argue,9.333754330911641e-05
early,0.0003799496669202483
field,0.0005342413735152391
expedition,0.0025062919768743786
led,0.00016448137920943028
shipment,0.0009274544869036298
find,0.0011061925077925166
institution,0.000634621768220295
subsequent,0.00013097978565516593
massive,0.0005903854266989935
looting,0.0032173425083770303
galvanized,0.0005031721575783366
effort,0.00012328444227891668
aimed,0.000286551880084341
role,0.00011333191915088627
government,0.0005615645541164163
business,0.00022695312652246317
negotiating,0.0006851299627491697
body,0.0001230472773202232
day,0.0002650685147396339
explored,0.00024357560431444275
detail,0.00012598085360905712
opening,0.00022150126725885703
region,0.0010413588658041751
collector,0.0030127241323240927
market,0.0005402471886948828
understand,0.00040796846816554673
precisely,0.0002549442667557714
close,0.0003076707894918505
relationship,9.366229784775754e-05
forged,0.0001571986601817073
museum,0.0030250323394983903
network,0.00032885739041547144
disappeared,0.00011663635128672655
current,0.00011149502931538689
conception,8.498142225192379e-05
ethic,0.0006368823000751292
changing,0.00019554208638721137
definition,0.0002159452652353738
represents,9.973157275539332e-05
key,0.00013994809627998942
point,0.0001050231804685372
throughout,0.00012923650848260777
analysis,0.00011448632027677781
one,1.1892143845358187e-05
time,3.030478320810308e-05
primary,0.00018177563511710616
archaeology,0.005565295721500828
boston,0.0006887829978154925
university,0.00026635169291864863
email,5.434516395773138e-05
number,5.4199289870511635e-05
people,0.00014975054776437767
made,2.813166201620325e-05
research,0.00016726112546597898
possible,5.017053685403698e-05
wish,0.00018667508661823282
thank,0.00021530217170378894
briefly,0.00021750753369776418
patricia,0.00047159598054512193
kervick,0.000307764255489941
archivist,0.0003702929793283513
peabody,0.007497324402098817
ethnology,0.003555017287086795
alex,0.00018514648966417565
pezzati,0.000307764255489941
pennsylvania,0.0017399467058793463
archive,0.0007709727447967609
study,0.00015469415379455598
patience,0.00020143080594420412
working,0.0003744421921649644
respective,0.0008860050690354281
maxine,0.0005446395446160575
kennedy,0.0014811719173134052
provided,7.582959340953524e-05
newspaper,0.00021229410002504307
clipping,0.0006484247868217681
savannah,0.001906238406156201
unable,6.786946001830278e-05
relocate,0.00019540790208839564
would,2.7744802892044855e-05
also,1.0489396681184364e-05
like,7.965636023580174e-05
patty,0.00018514648966417565
gerstenblith,0.00017660408213460878
rosemary,0.0011724474125303736
joyce,0.0030403236959869427
morag,0.00022546471418109624
kersel,0.001611446447553633
christopher,0.00011088472435421545
roosevelt,0.00022546471418109624
valuable,8.849540062340133e-05
comment,0.00010228165544979742
earlier,0.00025336645270148214
version,8.38721881565724e-05
two,3.1272268642039984e-05
anonymous,8.05867062477071e-05
reviewer,0.00011543310565129903
greatly,8.630969381788271e-05
enhanced,8.907445254265874e-05
clarity,0.00010192556162367463
finally,3.0356289259737018e-05
student,7.766387759763855e-05
fall,0.00011281370389066627
writing,0.00019169478198244176
seminar,0.00013054183958037953
program,0.00021882619061377098
enthusiasm,0.00024623574656989854
discussing,8.180427758153719e-05
central,0.000613257494096175
america,0.0011126350655909969
grew,0.0001178685935660348
many,3.641019846782824e-05
way,3.37579944194439e-05
conversation,0.00021750753369776418
downloaded,0.0021346598937268305
bristol,0.0021346598937268305
library,0.0014407776422068253
mar,0.0020085658415924194
subject,0.00029773976617932104
cambridge,0.0010657200853925908
core,0.0013611259706942747
term,8.713142291322639e-05
use,2.9328287742214263e-05
available,0.0003545409692956004
shift,0.00010655217700249483
label,8.907445254265874e-05
lens,0.0002784594507752459
development,3.8895040909129064e-05
discipline,0.00016360855516307438
particular,1.737045483008826e-05
emphasis,0.0003409388514993247
context,0.0002300169935785855
contemporary,0.0001074573134758638
legislative,0.00011615869319915679
heritage,0.0004286892389868749
projection,0.00014316517287225146
essay,0.0003106555103905542
concludes,8.978964713964369e-05
look,0.0002612806669280958
recent,7.542705486547106e-05
work,0.00033107215571506873
increasingly,0.0005264639514897759
strict,6.045817458595387e-05
specifically,0.00031053926245220827
memorandum,0.0002154413793806783
understanding,0.00019166993747968578
march,0.0002583187814080453
united,0.0006670194248931143
state,0.00014507140195218313
signed,6.252872383841035e-05
republic,0.0001707905522363345
protection,4.121160696395864e-05
fourth,0.00012676200647204484
el,0.0008417144680334162
salvador,0.0006083233378745554
guatemala,0.0017399467058793463
nicaragua,0.0005078596124409706
